---config@码表分类=主码-系统码表
---config@码表别名= 系统词库
啊	a
滑稽	hxji
化境	hxjk
花剑	hxjm
花椒	hxjn
化解	hxjp
含笑九泉	hxjq
画卷	hxjr
话剧	hxju
画家	hxjx
哗	hxk
花开	hxkd
画刊	hxkj
划款	hxkr
哗	hxku
花魁	hxkv
候选栏	hxl
哗啦	hxla
花了	hxle
画廊	hxlh
华丽	hxli
花篮	hxlj
花脸	hxlm
化疗	hxln
滑落	hxlo
虎穴龙潭	hxlt
花蕾	hxlw
滑轮	hxly
桦	hxm
骅	hxm
花蜜	hxmi
化名	hxmk
画面	hxmm
花木	hxmu
华美	hxmw
华南	hxn
华南	hxnj
花鸟	hxnn
花香鸟语	hxny
花瓶	hxp
花炮	hxpc
花盆	hxpf
画皮	hxpi
花瓶	hxpk
滑坡	hxpo
含血喷人	hxpr
花圃	hxpu
猾	hxq
猾	hxqg
花旗	hxqi
花腔	hxql
花钱	hxqm
华侨	hxqn
花圈	hxqr
花去	hxqu
化	hxr
化	hxrb
华人	hxrf
哗然	hxrj
含辛茹苦	hxrk
华	hxru
花蕊	hxrv
滑润	hxry
划算	hxs
花色	hxse
灰心丧气	hxsq
划算	hxsr
话题	hxt
话题	hxti
华佗	hxto
话筒	hxts
画图	hxtu
横行天下	hxtx
滑头	hxtz
话说	hxu
华沙	hxua
花哨	hxuc
化身	hxuf
花生	hxug
画上	hxuh
化石	hxui
华山	hxuj
话说	hxuo
混淆视听	hxut
花束	hxuu
花招	hxv
花招	hxvc
画质	hxvi
画展	hxvj
化妆	hxvl
划转	hxvr
华中	hxvs
回心转意	hxvy
花纹	hxw
化外	hxwd
花纹	hxwf
话务	hxwu
化为	hxww
化险为夷	hxwy
化学	hxx
花心	hxxb
好行小惠	hxxh
华西	hxxi
滑行	hxxk
花香	hxxl
化纤	hxxm
花销	hxxn
化学	hxxt
花絮	hxxu
华夏	hxxx
花样	hxy
画押	hxya
话音	hxyb
花样	hxyh
华裔	hxyi
化验	hxyj
话	hxyk
沆瀣一气	hxyq
花园	hxyr
话语	hxyu
化作	hxz
化作	hxzo
混	hy
昏暗	hya
昏暗	hyan
红颜薄命	hybm
怀冤抱屈	hybq
荤	hyc
毁誉参半	hycb
荤菜	hycd
荤	hyci
浑	hyd
混	hydb
昏倒	hydc
混得	hyde
好勇斗狠	hydh
浑	hydi
混蛋	hydj
魂断	hydr
混沌	hydy
魂	hye
魂	hyeg
和衣而卧	hyew
婚否	hyf
混纺	hyfh
获益匪浅	hyfq
花样翻新	hyfx
婚否	hyfz
混个	hyg
混个	hyge
魂归	hygv
混合	hyh
诨号	hyhc
混合	hyhe
昏黄	hyhl
昏黑	hyhw
昏花	hyhx
混混	hyhy
婚后	hyhz
昏沉	hyi
昏沉	hyif
混成	hyig
婚介	hyj
混进	hyjb
何以见得	hyjd
含英咀华	hyjh
混迹	hyji
火眼金睛	hyjj
婚检	hyjm
婚介	hyjp
喊冤叫屈	hyjq
昏厥	hyjt
婚嫁	hyjx
昏君	hyjy
昏聩	hyk
昏聩	hykv
回忆录	hyl
婚礼	hyli
婚龄	hylk
婚恋	hylm
混乱	hylr
回忆录	hylu
胡言乱语	hyly
昏迷	hymi
诨名	hymk
婚	hyn
花样年华	hynh
婚	hyno
魂魄	hyp
混拼	hypb
混排	hypd
魂魄	hypo
婚配	hypw
婚庆	hyq
婚期	hyqi
婚庆	hyqk
婚前	hyqm
婚娶	hyqu
花言巧语	hyqy
浑然	hyr
浑然	hyrj
混入	hyru
婚俗	hys
婚丧	hysh
婚俗	hysu
混同	hyt
混同	hyts
馄饨	hyty
昏	hyu
婚纱	hyua
馄	hyub
浑身	hyuf
婚事	hyui
混双	hyul
昏	hyuo
昏睡	hyuv
后遗症	hyv
后遗症	hyvg
混账	hyvh
混战	hyvj
浑浊	hyvo
豪言壮语	hyvy
珲	hyw
厚颜无耻	hywi
好逸恶劳	hywl
混淆	hyx
荤腥	hyxk
混响	hyxl
混淆	hyxn
昏眩	hyxr
混血	hyxt
诨	hyy
婚姻	hyyb
毁于一旦	hyyd
诨	hyyi
婚宴	hyyj
浑圆	hyyr
昏庸	hyys
和颜悦色	hyys
婚约	hyyt
婚育	hyyu
混杂	hyz
混杂	hyza
混在	hyzd
后	hz
厚爱	hza
厚爱	hzai
后边	hzbm
厚薄	hzbo
候补	hzbu
后备	hzbw
厚道	hzd
厚道	hzdc
后代	hzdd
厚度	hzdu
后盾	hzdy
何足道哉	hzdz
厚恩	hze
厚恩	hzen
涸泽而渔	hzey
后方	hzf
后方	hzfh
胡作非为	hzfw
后跟	hzgf
何足挂齿	hzgi
后果	hzgo
喉管	hzgr
后宫	hzgs
后悔	hzh
后患	hzhr
后悔	hzhv
后话	hzhx
厚厚	hzhz
厚	hzi
候车	hzie
后尘	hzif
后场	hzih
厚	hziz
后劲	hzj
后劲	hzjb
后继	hzji
吼叫	hzjn
喉结	hzjp
侯爵	hzjt
吼	hzk
吼	hzkk
喉	hzku
吼	hzkv
后来	hzl
后来	hzld
厚礼	hzli
喉咙	hzls
后路	hzlu
后轮	hzly
后妈	hzma
后门	hzmf
后面	hzmm
后年	hzn
后脑	hznc
后娘	hznl
后年	hznm
候鸟	hznn
后	hzp
后怕	hzpa
后排	hzpd
后	hzpk
猴	hzq
后勤	hzqb
后期	hzqi
猴	hzqu
候	hzr
后人	hzrf
后日	hzri
侯	hzru
后嗣	hzs
后嗣	hzsi
后台	hztd
后天	hztm
后退	hztv
后头	hztz
后市	hzu
喉舌	hzue
候审	hzuf
后生	hzug
后世	hzui
后手	hzuz
后者	hzve
后置	hzvi
厚重	hzvs
后缀	hzvv
何罪之有	hzvy
厚望	hzw
后文	hzwf
厚望	hzwh
何足为奇	hzwq
好自为之	hzwv
后卫	hzww
猴戏	hzxi
后效	hzxn
候选	hzxr
后续	hzxu
后院	hzy
后裔	hzyi
后院	hzyr
逅	hzz
厚葬	hzzh
猴子	hzzi
齁	hzzk
后座	hzzo
出	i
差	ia
察	iab
插拔	iaba
岔	iabe
查办	iabj
查表	iabn
插播	iabo
差别	iabp
茶杯	iabw
察	iabx
茶	iac
插槽	iacc
茶	iacm
差错	iaco
茬	iact
汊	iad
查到	iadc
差等	iadg
汊	iadi
差点	iadm
查毒	iadu
插队	iadv
差额	iaee
插	iaf
查封	iafg
茶饭	iafj
搽	iafm
茶馆	iag
查岗	iagh
查过	iago
茶馆	iagr
茶垢	iagz
插好	iah
插好	iahc
查核	iahe
查获	iaho
茶壶	iahu
插话	iahx
查出	iai
查查	iaia
查抄	iaic
查出	iaiu
差劲	iajb
茶几	iaji
插件	iajm
察觉	iajt
差距	iaju
差价	iajx
喳	iak
查考	iakc
岔开	iakd
查看	iakj
插孔	iaks
嚓	iakx
插口	iakz
差了	ial
尘埃落定	iald
差了	iale
岔路	ialu
茶楼	ialz
查	iam
楂	iamd
槎	iamg
杈	iami
查明	iamk
姹	ian
刹那	iana
姹	ianq
衩	iap
衩	iapi
差评	iapk
查票	iapn
插曲	iaq
岔气	iaqi
茶钱	iaqm
插曲	iaqu
插入	iar
插入	iaru
插头	iat
插图	iatu
插头	iatz
碴	iau
查杀	iaua
叉烧	iauc
馇	iaud
插上	iauh
查实	iaui
茶树	iauu
茶水	iauv
查收	iauz
查找	iav
查找	iavc
查证	iavg
查账	iavh
查问	iaw
查问	iawf
茶碗	iawj
刹	iax
刹	iaxd
插销	iaxn
差些	iaxp
插叙	iaxu
查询	iaxy
诧	iay
叉腰	iayc
叉	iayd
茶叶	iaye
差	iayg
插秧	iayh
差异	iayi
查验	iayj
诧	iayq
茶园	iayr
查阅	iayt
插在	iazd
叉子	iazi
插座	iazo
插足	iazu
插嘴	iazv
成本	ib
除暴安良	ibal
差不多	ibd
差不多	ibdo
成败得失	ibdu
丑八怪	ibg
丑八怪	ibgd
吃饱喝足	ibhz
吃不开	ibk
吃不开	ibkd
臭不可闻	ibkw
吃饱了	ibl
吃饱了	ible
秤不离砣	iblt
吃不了兜着走	iblz
出版社	ibu
出版社	ibue
成百上千	ibuq
赤膊上阵	ibuv
吃不消	ibx
吃不消	ibxn
超	ic
超薄	icb
抄报	icbc
朝拜	icbd
抄本	icbf
超编	icbm
超标	icbn
超薄	icbo
朝北	icbw
炒菜	icc
炒菜	iccd
潮	icd
超大	icda
超导	icdc
朝代	icdd
抄底	icdi
炒掉	icdn
潮	icdo
朝东	icds
超度	icdu
超额	ice
超额	icee
抄	icf
嘲讽	icfg
超凡	icfj
朝服	icfu
超过	icg
朝纲	icgh
超过	icgo
炒股	icgu
炒	ich
潮红	ichs
焯	ichu
炒汇	ichv
朝后	ichz
超出	ici
超车	icie
超常	icih
超出	iciu
钞	icj
超级	icji
朝见	icjm
超绝	icjt
钞	icju
吵架	icjx
重操旧业	icjy
吵	ick
嘲	icko
吵	icku
陈词滥调	icld
炒了	icle
超龄	iclk
潮流	iclq
抄录	iclu
超卖	icm
超买	icmd
炒米	icmi
炒面	icmm
吵闹	icn
吵闹	icnc
朝南	icnj
嘲弄	icns
晁	ico
晁	icod
钞票	icp
超频	icpb
钞票	icpn
超前	icq
超强	icql
超前	icqm
超群	icqy
超人	icr
超人	icrf
吵嚷	icrh
超然	icrj
绰	ics
抄送	icss
超速	icsu
超	ict
朝廷	ictk
朝天	ictm
超脱	icto
朝	icu
超生	icug
朝上	icuh
潮湿	icui
超爽	icul
朝	icuo
潮水	icuv
巢	icv
剿	icvd
朝着	icve
巢	icvg
超支	icvi
超重	icvs
除此之外	icvw
潮州	icvz
朝外	icw
朝外	icwd
抄袭	icxi
吵醒	icxk
朝向	icxl
朝鲜	icxm
嘲笑	icxn
抄写	icxp
巢穴	icxt
朝下	icxx
潮汛	icxy
超越	icy
朝野	icye
朝阳	icyh
超员	icyr
潮涌	icys
超越	icyt
长此以往	icyw
炒作	icz
超载	iczd
炒作	iczo
吵嘴	iczv
拆	id
拆东补西	idbx
柴草	idc
柴草	idcc
拆掉	idd
拆单	iddj
拆掉	iddn
抽刀断水	iddu
拆分	idf
拆法	idfa
拆分	idff
拆封	idfg
拆	idfi
重蹈覆辙	idfv
拆毁	idh
柴火	idho
拆毁	idhv
拆除	idi
拆成	idig
拆穿	idir
拆除	idiu
钗	idj
船到江心补漏迟	idji
拆建	idjm
拆借	idjp
拆开	idk
拆开	idkd
拆了	idl
拆了	idle
豺狼	idlh
差旅	idlv
拆迁	idq
拆迁	idqm
侪	idr
差人	idrf
侪	idrl
拆散	ids
拆散	idsj
拆台	idt
拆台	idtd
唱对台戏	idtx
成都市	idu
差事	idui
车到山前必有路	idul
传道授业	iduy
柴	idv
豺	idvc
拆装	idvl
柴	idvm
沉得住气	idvq
赤胆忠心	idvx
拆卸	idx
拆信	idxb
拆洗	idxi
拆线	idxm
拆卸	idxp
拆下	idxx
差	idy
差	idyg
柴油	idyz
拆字	idz
拆字	idzi
车	ie
车	iea
车	ieal
撤兵	ieb
撤兵	iebk
充耳不闻	iebw
车次	iec
车次	ieci
澈	ied
车道	iedc
车灯	iedg
彻底	iedi
扯淡	iedj
车顶	iedk
扯断	iedr
扯动	ieds
车队	iedv
澈	iedw
撤	ief
出尔反尔	iefe
车夫	iefu
扯	iefv
车费	iefw
彻骨	ieg
彻骨	iegu
车祸	ieh
车号	iehc
车祸	ieho
撤换	iehr
撤回	iehv
车后	iehz
彻	iei
彻查	ieia
彻	ieid
车臣	ieif
车程	ieig
车窗	ieil
车船	ieir
车间	iej
车技	ieji
车间	iejm
撤军	iejy
车库	iek
扯开	iekd
车况	iekl
车库	ieku
车辆	iel
撤了	iele
撤离	ieli
车辆	iell
车流	ielq
车轮	iely
车门	iem
车马	iema
车门	iemf
车内	ien
车内	ienw
掣	iep
车牌	iepd
车棚	iepg
扯皮	iepi
扯平	iepk
车票	iepn
掣	iepu
车速	ies
车速	iesu
坼	iet
车胎	ietd
坼	ieti
撤退	ietv
车头	ietz
车身	ieuf
车上	ieuh
车市	ieui
车手	ieuz
车站	iev
车闸	ieva
撤职	ievi
车站	ievj
车主	ievu
掣肘	ievz
车位	iew
除恶务尽	iewj
彻悟	iewu
车位	ieww
撤销	iex
车型	iexk
车厢	iexl
车险	iexm
撤销	iexn
撤下	iexx
彻夜	iey
彻夜	ieye
扯远	ieyr
惩恶扬善	ieyu
车子	iez
车载	iezd
车子	iezi
撤走	iezz
陈	if
尘埃	ifa
尘埃	ifai
宸	ifb
晨报	ifbc
宸	ifbn
陈醋	ifc
陈醋	ifcu
沉	ifd
沉底	ifdi
沉	ifdj
沉淀	ifdm
春风得意	ifdy
陈	ife
陈	ifed
抻	iff
尘封	iffg
沉浮	iffu
晨光	ifg
嗔怪	ifgk
晨光	ifgl
陈规	ifgv
称	ifh
陈货	ifho
称	ifhx
晨昏	ifhy
春风化雨	ifhy
辰	ifi
沉沉	ifif
辰	ifin
沉船	ifir
春风吹又生	ifiu
陈旧	ifj
沉浸	ifjb
趁机	ifji
沉静	ifjk
陈旧	ifjq
除非己莫为	ifjw
臣	ifk
嗔	ifkb
臣	ifkl
衬裤	ifku
吃饭了	ifl
吃饭了	ifle
晨练	iflm
陈列	iflp
沉沦	ifly
郴	ifm
臣民	ifmb
郴	ifme
沉闷	ifmf
沉迷	ifmi
沉默	ifmo
沉溺	ifn
沉溺	ifni
陈酿	ifnl
陈年	ifnm
嘲风弄月	ifny
晨	ifo
晨	ifon
衬	ifp
衬	ifpc
陈皮	ifpi
长风破浪	ifpl
衬裙	ifq
衬裙	ifqy
伧	ifr
趁热	ifre
沉入	ifru
伧	ifrv
沉思	ifs
沉思	ifsi
尘俗	ifsu
趁	ift
衬托	ifto
趁	iftp
沉痛	ifts
尘土	iftu
出风头	iftz
碜	ifu
陈设	ifue
尘世	ifui
衬衫	ifuj
陈说	ifuo
碜	ifup
陈述	ifuu
沉睡	ifuv
沉渣	ifva
趁着	ifve
称职	ifvi
沉着	ifvo
沉重	ifvs
琛	ifw
沉稳	ifwf
琛	ifwm
尘	ifx
称心	ifxb
晨曦	ifxi
尘	ifxt
忱	ifxv
冲锋陷阵	ifxv
谶	ify
沉吟	ifyb
春风一度	ifyd
衬衣	ifyi
谶	ifyj
尘缘	ifyr
谌	ifyv
趁早	ifz
趁早	ifzc
臣子	ifzi
沉醉	ifzv
成	ig
城堡	igb
称霸	igba
承包	igbc
成败	igbd
成本	igbf
承办	igbj
称病	igbk
成倍	igbw
成才	igc
成才	igcd
成都	igd
澄	igda
称道	igdc
称孤道寡	igdg
承当	igdh
称帝	igdi
承担	igdj
长歌当哭	igdk
程度	igdu
成对	igdv
撑	igf
惩罚	igfa
成分	igff
乘方	igfh
盛饭	igfj
成佛	igfo
城府	igfu
成功	igg
成果	iggo
城管	iggr
成功	iggs
承购	iggz
称	igh
乘	ighb
称号	ighc
橙黄	ighl
成活	igho
秤	ighp
承欢	ighr
橙红	ighs
称呼	ighu
程	ighw
称	ighx
成婚	ighy
惩	igi
乘车	igie
称臣	igif
城池	igii
盛	igim
乘船	igir
蛏	igit
惩处	igiu
惩	igix
铛	igje
成绩	igji
城建	igjm
成交	igjn
承接	igjp
成就	igjq
成家	igjx
呈	igk
撑开	igkd
乘客	igke
诚恳	igkf
程控	igks
呈	igkw
丞	igl
丞	igla
成了	igle
成立	igli
承揽	iglj
乘凉	igll
成龙	igls
成功率	iglv
陈规陋习	iglx
橙	igm
橙	igma
城门	igmf
承蒙	igmg
盛满	igmj
成名	igmk
春光明媚	igmm
柽	igmt
骋	igmv
承诺	ign
逞能	igng
成年	ignm
承诺	igno
城内	ignw
瞠	igo
晟	igoi
塍	igot
成品	igpb
成批	igpi
成片	igpm
撑破	igpo
乘	igq
成亲	igqb
撑起	igqi
澄清	igqk
城墙	igql
乘	igqn
成全	igqr
城区	igqu
成群	igqy
承认	igr
承认	igrf
承让	igrh
诚然	igrj
诚如	igru
橙色	igs
橙色	igse
撑死	igsi
称颂	igss
城	igt
成套	igtc
城	igti
成天	igtm
秤砣	igto
埕	igtw
城头	igtz
城市	igu
乘胜	igug
城市	igui
成双	igul
成熟	iguu
承受	iguz
承	igv
诚招	igvc
撑着	igve
城镇	igvf
诚征	igvg
成长	igvh
诚挚	igvi
承	igvn
承重	igvs
撑住	igvu
城外	igwd
成文	igwf
称王	igwh
乘务	igwu
成	igwv
称为	igww
承销	igx
诚心	igxb
承袭	igxi
成型	igxk
城乡	igxl
呈现	igxm
成效	igxn
称谢	igxp
称雄	igxs
程序	igxu
城下	igxx
诚	igy
成因	igyb
撑腰	igyc
诚意	igyi
成员	igyr
成语	igyu
承运	igyy
逞	igz
乘早	igzc
承载	igzd
成字	igzi
称赞	igzj
乘坐	igzo
承租	igzu
成组	igzu
逞	igzw
长	ih
厂	iha
长安	ihan
鲳	ihao
厂	ihap
常备	ihb
常备	ihbw
苌	ihc
场次	ihci
菖	ihco
苌	ihcv
长存	ihcy
尝到	ihd
长达	ihda
倡导	ihdc
长凳	ihdg
场地	ihdi
趁火打劫	ihdj
长短	ihdr
长度	ihdu
嫦娥	ihe
嫦娥	ihee
长发	ihf
长发	ihfa
肠粉	ihff
厂房	ihfh
常犯	ihfj
偿付	ihfu
常规	ihg
唱歌	ihge
场馆	ihgr
唱功	ihgs
常规	ihgv
长棍	ihgy
场合	ihh
场合	ihhe
偿还	ihhr
长虹	ihhs
徜	ihi
唇红齿白	ihib
长城	ihig
常常	ihih
诚惶诚恐	ihik
长处	ihiu
长春	ihiy
常见	ihj
娼妓	ihji
场景	ihjk
长江	ihjl
常见	ihjm
长街	ihjp
长久	ihjq
长卷	ihjr
猖獗	ihjt
长句	ihju
厂家	ihjx
唱	ihk
敞开	ihkd
常客	ihke
畅快	ihkk
猖狂	ihkl
唱	ihko
长空	ihks
长裤	ihku
敞口	ihkz
常来	ihl
常来	ihld
长廊	ihlh
厂里	ihli
常量	ihll
春花烂漫	ihlm
蠢话连篇	ihlp
春寒料峭	ihlq
吃喝拉撒	ihls
阊	ihm
长毛	ihmc
偿命	ihmk
场面	ihmm
阊	ihmo
娼	ihn
嫦	ihnj
常年	ihnm
娼	ihno
场内	ihnw
肠	iho
昌	ihoo
肠	ihop
长篇	ihp
长跑	ihpc
唱片	ihpm
长	ihpn
猖	ihq
长期	ihqi
长青	ihqk
唱腔	ihql
猖	ihqo
长拳	ihqr
常去	ihqu
长裙	ihqy
偿	ihr
常人	ihrf
伥	ihri
怅然	ihrj
倘	ihrk
倡	ihro
偿	ihrs
场所	ihs
场所	ihso
场	iht
常态	ihtd
畅谈	ihtj
冲昏头脑	ihtn
场	ihtp
畅通	ihts
成何体统	ihtt
长途	ihtu
畅	ihu
长沙	ihua
常设	ihue
长生	ihug
厂商	ihuh
尝试	ihui
常识	ihui
常说	ihuo
畅	ihup
常熟	ihuu
畅顺	ihuy
长寿	ihuz
厂长	ihv
偿债	ihvd
唱着	ihve
长征	ihvg
厂长	ihvh
厂址	ihvi
吹灰之力	ihvl
常驻	ihvu
常委	ihw
场外	ihwd
常温	ihwf
吃喝玩乐	ihwl
常务	ihwu
肠胃	ihww
常	ihx
唱戏	ihxi
怅	ihxi
常	ihxj
畅想	ihxl
长线	ihxm
尝鲜	ihxm
畅销	ihxn
尝	ihxs
长靴	ihxt
畅叙	ihxu
敞	ihxw
超乎想象	ihxx
裳	ihxy
昶	ihy
畅饮	ihyb
长夜	ihye
徜徉	ihyh
倡议	ihyi
常言	ihyj
出乎意料	ihyl
昶	ihyo
长远	ihyr
常用	ihys
长于	ihyu
长足	ihz
肠子	ihzi
长足	ihzu
吹胡子瞪眼	ihzy
吃	ii
尝尝	ii
豉	iia
豉	iiay
痴	iib
吃吧	iiba
吃饱	iibc
翅膀	iibh
赤壁	iibi
愁肠百结	iibj
痴	iibk
赤膊	iibo
踌躇不前	iibq
茌	iic
吃草	iicc
吃菜	iicd
持仓	iich
吃醋	iicu
尺寸	iicy
池	iid
迟到	iidc
痴呆	iidd
吃定	iidk
吃点	iidm
吃掉	iidn
褫夺	iido
楚楚动人	iidr
尺度	iidu
迟钝	iidy
耻	iie
耻	iiev
持	iif
持	iifc
吃饭	iifj
弛	iig
吃光	iigl
吃过	iigo
持股	iigu
弛	iigy
炽	iih
炽	iihb
吃好	iihc
吃喝	iihe
吃吃喝喝	iihh
迟缓	iihr
赤红	iihs
吃荤	iihy
赤橙黄绿青蓝紫	iihz
驰骋	iiig
迟迟	iiii
吃穿	iiir
持久	iij
吃紧	iijb
驰骋疆场	iiji
长长久久	iijj
吃惊	iijk
赤脚	iijn
持久	iijq
持家	iijx
嗤	iik
持卡	iika
叱	iikb
哧	iikd
嗤	iiki
楚楚可怜	iikl
吃	iikq
吃苦	iiku
吃亏	iikv
迟了	iil
迟来	iild
吃了	iile
齿冷	iilg
吃力	iili
赤裸	iilo
齿轮	iily
驰	iim
尺码	iima
痴迷	iimi
驰名	iimk
初出茅庐	iiml
缠缠绵绵	iimm
迟暮	iimu
踌躇满志	iimv
驰	iimy
吃奶	iind
插翅难飞	iinf
称臣纳贡	iing
吵吵闹闹	iinn
插翅难逃	iint
匙	iio
匙	iiob
眙	iiok
斥	iip
斥	iipd
持平	iipk
痴情	iiq
痴情	iiqk
持枪	iiql
侈	iir
炽热	iire
吃人	iirf
吵吵嚷嚷	iirr
耻辱	iiru
傺	iirx
吃肉	iirz
吃素	iis
吃素	iisu
赤	iit
坻	iitd
池塘	iith
墀	iitn
吃透	iitz
尺	iiu
赤身	iiuf
吃屎	iiui
饬	iiul
尺	iiun
敕	iiuw
翅	iiux
赤手	iiuz
齿	iiv
蚩	iiv
叱咤	iiva
唇齿之邦	iivb
吃斋	iivd
吃着	iive
迟滞	iivi
笞	iivk
持重	iivs
吃住	iivu
吃准	iivy
啻	iiw
吃完	iiwj
啻	iiwk
迟误	iiwu
颤颤巍巍	iiww
痴心	iix
痴心	iixb
耻笑	iixn
持续	iixu
唇齿相依	iixy
持有	iiy
吃药	iiyc
蠢蠢欲动	iiyd
迟疑	iiyi
迟延	iiyj
驰援	iiyr
绰绰有余	iiyy
持有	iiyz
迟	iiz
迟早	iizc
斥责	iize
赤字	iizi
踟	iizk
赤足	iizu
产	ij
单	ijb
单	ijbl
出简不出全	ijbq
潺	ijd
产地	ijdi
颤动	ijds
颤抖	ijdz
搀	ijf
阐发	ijfa
搀	ijfd
产房	ijfh
掺	ijfp
搀扶	ijfu
廛	ijg
廛	ijgt
馋鬼	ijgv
掺和	ijh
楚界汉河	ijhh
长江后浪推前浪	ijhl
掺和	ijho
忏悔	ijhv
产后	ijhz
蝉	iji
潺潺	ijij
蟾	ijik
蝉	ijil
产出	ijiu
初见成效	ijix
铲	ijj
禅机	ijji
缠结	ijjp
婵娟	ijjr
产假	ijjx
吃尽苦头	ijkt
长颈鹿	ijl
觇	ijle
产量	ijll
蝉联	ijlm
产	ijlp
产卵	ijlr
长颈鹿	ijlu
掣襟露肘	ijlv
成家立业	ijly
阐	ijm
馋猫	ijmc
阐明	ijmk
阐	ijml
缠绵	ijmm
谄媚	ijmw
婵	ijn
产能	ijng
婵	ijnl
禅	ijp
产品	ijpb
铲平	ijpk
禅	ijpl
产权	ijq
产期	ijqi
产前	ijqm
产权	ijqr
产区	ijqu
缠绕	ijr
缠绕	ijrc
孱弱	ijro
出将入相	ijrx
缠	ijs
成吉思汗	ijsh
缠	ijsl
重见天日	ijtr
创巨痛深	ijtu
馋	iju
馋	ijud
缠身	ijuf
产生	ijug
阐释	ijui
触景生情	ijuq
阐述	ijuu
掺水	ijuv
孱	ijuz
缠着	ijv
缠着	ijve
禅杖	ijvh
产值	ijvi
长久之计	ijvj
颤	ijw
颤	ijwr
产物	ijwu
忏	ijx
产销	ijxn
忏	ijxq
谄	ijy
颤音	ijyb
谗	ijyd
产业	ijye
谗言	ijyj
产于	ijyu
除旧迎新	ijyx
掺杂	ijza
产自	ijzi
缠足	ijzu
馋嘴	ijzv
揣	ik
揣测	ikc
揣测	ikce
插科打诨	ikdh
冲口而出	ikei
揣	ikfe
出口成章	ikiv
吹糠见米	ikjm
啜	ikk
啜	ikky
揣摩	ikm
揣摩	ikmo
吃苦耐劳	iknl
创可贴	ikt
创可贴	iktp
出口伤人	ikur
踹	ikz
踹	ikze
窗	il
疮	ilb
疮疤	ilba
出类拔萃	ilbc
吃了豹子胆	ilbd
吃力不讨好	ilbh
创办	ilbj
床边	ilbm
吃粮不管事	ilbu
疮	ilbv
窗	ilbw
川流不息	ilbx
闯荡	ild
豺狼当道	ildd
闯荡	ildh
床单	ildj
床垫	ildm
重峦叠嶂	ildv
初露锋芒	ilfm
床	ilg
床	ilgm
闯过	ilgo
闯关	ilgr
窗户	ilh
闯祸	ilho
窗户	ilhu
创汇	ilhv
幢	ilj
闯进	iljb
幢	iljl
创建	iljm
床脚	iljn
创举	ilju
窗口	ilk
创刊	ilkj
乘龙快婿	ilkx
窗口	ilkz
赤裸裸	ill
创立	illi
窗帘	illm
赤裸裸	illo
闯	ilm
出了明的	ilmd
创面	ilmm
处理品	ilp
处理品	ilpb
触类旁通	ilpt
床铺	ilpu
吃里爬外	ilpw
处理器	ilq
处理器	ilqi
春兰秋菊	ilqj
创	ilr
创	ilrd
怆然	ilrj
闯入	ilru
床头	ilt
床榻	ilta
窗台	iltd
创痛	ilts
垂帘听政	iltv
床头	iltz
床上	ilu
创设	ilue
创伤	iluh
创始	ilui
创收	iluz
创制	ilv
床罩	ilvc
初来乍到	ilvd
创制	ilvi
窗外	ilw
窗外	ilwd
床位	ilww
怆	ilx
创新	ilxb
怆	ilxv
创下	ilxx
创意	ily
创业	ilye
创意	ilyi
床沿	ilyj
创优	ilyz
创造	ilz
创造	ilzc
窗子	ilzi
创作	ilzo
沉默	im
长命百岁	imbs
愁眉不展	imbv
缠绵悱恻	imfc
沉默寡言	imgy
出谋划策	imhc
窗明几净	imjj
沉湎酒色	imjs
瞠目结舌	imju
触目惊心	imjx
愁眉苦脸	imkl
触摸屏	imp
触摸屏	impk
吹毛求疵	imqc
触摸式	imu
城门失火	imuh
触摸式	imui
沉默是金	imuj
迟暮之年	imvn
臭名昭著	imvv
驰名中外	imvw
春梦无痕	imwh
出没无常	imwi
魑魅魍魉	imwl
臭名远扬	imy
柴米油盐	imyy
臭名远扬	imyy
承诺	in
春暖花开	inhk
陈年旧事	inju
陈年旧账	injv
陈年老酒	inlj
长年累月	inly
吹牛皮	inp
吹牛皮	inpi
痴男怨女	inyn
戳	io
辍笔	iob
辍笔	iobi
绰号	ioh
绰号	iohc
辍	ioi
戳穿	ioir
辍	ioiy
戳记	ioj
戳记	ioji
啜	iok
啜	ioky
戳破	iop
戳破	iopo
啜泣	ioq
啜泣	ioqi
戳入	ior
戳入	ioru
绰	ios
绰	iosu
缀	iosy
龊	iov
龊	iovr
戳	ioxg
辍学	ioxt
逴	iozu
产品	ip
长篇大论	ipdl
长篇累牍	ipld
重启	iq
乘其不备	iqbb
春秋笔法	iqbf
惩前毖后	iqbh
出其不意	iqby
锄强扶弱	iqfr
潮起潮落	iqil
成群结队	iqjd
充其量	iql
充其量	iqll
臭棋篓子	iqlz
承前启后	iqqh
差强人意	iqry
出气筒	iqt
出气筒	iqts
重庆市	iqu
重庆市	iqui
唇枪舌剑	iquj
成千上万	iquw
春秋战国	iqvg
长驱直入	iqvr
出奇制胜	iqvu
长期以来	iqyl
传	ir
穿	irb
穿帮	irbh
宠辱不惊	irbj
传遍	irbm
传播	irbo
川贝	irbw
吃软不吃硬	irby
成人不自在	irbz
川菜	irc
川菜	ircd
船舱	irch
传道	ird
传达	irda
传导	irdc
穿戴	irdd
传递	irdi
传单	irdj
趁热打铁	irdt
船队	irdv
船夫	irf
船夫	irfu
穿过	irg
穿过	irgo
传给	irgw
穿好	irh
穿好	irhc
串行	irhh
传唤	irhr
传呼	irhu
传话	irhx
传出	iri
穿插	iria
